Date,Product Name,Category,Opening Stock,Purchases,Sales,Returns,Stock Adjustments,Closing Stock,Revenue,Costs,Profit
15-07-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,21,0,9,9,2,23,5850,0,5850
16-07-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,23,0,0,0,0,23,0,0,0
17-07-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,23,0,0,0,0,23,0,0,0
18-07-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,23,0,17,3,2,11,11050,0,11050
19-07-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,11,0,0,0,0,11,0,0,0
20-07-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,11,0,0,3,1,15,0,0,0
21-07-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,15,0,7,2,-2,8,4550,0,4550
22-07-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,8,0,0,0,0,8,0,0,0
23-07-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,8,93,4,4,1,102,2600,36270,-33670
24-07-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,102,0,72,9,-1,38,46800,0,46800
25-07-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,38,0,6,6,2,40,3900,0,3900
26-07-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,40,0,0,0,0,40,0,0,0
27-07-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,40,0,0,0,0,40,0,0,0
28-07-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,40,0,4,9,0,45,2600,0,2600
29-07-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,45,0,40,5,-2,8,26000,0,26000
30-07-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,8,0,0,0,0,8,0,0,0
31-07-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,8,0,0,0,0,8,0,0,0
01-08-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,8,0,4,5,3,12,2600,0,2600
02-08-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,12,0,0,0,0,12,0,0,0
03-08-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,12,33,9,5,4,45,5850,12870,-7020
04-08-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,45,0,3,9,-1,50,1950,0,1950
05-08-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,50,0,21,9,-2,36,13650,0,13650
06-08-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,36,0,22,1,-2,13,14300,0,14300
07-08-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,13,0,5,2,4,14,3250,0,3250
08-08-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,14,0,13,8,-1,8,8450,0,8450
09-08-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,8,0,0,0,0,8,0,0,0
10-08-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,8,0,8,2,4,6,5200,0,5200
11-08-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,6,0,4,9,-1,10,2600,0,2600
12-08-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,10,0,0,0,0,10,0,0,0
13-08-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,10,0,7,9,-4,8,4550,0,4550
14-08-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,8,0,0,0,0,8,0,0,0
15-08-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,8,0,3,5,-1,9,1950,0,1950
16-08-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,9,0,0,0,0,9,0,0,0
17-08-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,9,33,36,3,3,12,23400,12870,10530
18-08-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,12,0,11,0,-3,0,7150,0,7150
19-08-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,0,0,0,4,3,7,0,0,0
20-08-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,7,0,7,3,4,7,4550,0,4550
21-08-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,7,0,7,4,3,7,4550,0,4550
22-08-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,7,0,6,6,-2,5,3900,0,3900
23-08-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,5,0,0,0,0,5,0,0,0
24-08-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,5,0,5,0,-2,0,3250,0,3250
25-08-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,0,26,6,5,4,29,3900,10140,-6240
26-08-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,29,0,5,4,-5,23,3250,0,3250
27-08-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,23,0,18,6,0,11,11700,0,11700
28-08-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,11,0,11,4,-2,2,7150,0,7150
29-08-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,2,0,0,5,-2,5,0,0,0
30-08-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,5,0,0,0,0,5,0,0,0
31-08-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,5,0,5,9,-3,6,3250,0,3250
01-09-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,6,0,3,5,4,12,1950,0,1950
02-09-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,12,94,37,1,0,70,24050,36660,-12610
03-09-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,70,0,35,0,2,37,22750,0,22750
04-09-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,37,0,25,3,0,15,16250,0,16250
05-09-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,15,0,9,7,4,17,5850,0,5850
06-09-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,17,0,0,0,0,17,0,0,0
07-09-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,17,0,7,3,-1,12,4550,0,4550
08-09-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,12,0,0,5,3,20,0,0,0
09-09-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,20,0,1,0,2,21,650,0,650
10-09-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,21,0,9,6,-2,16,5850,0,5850
11-09-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,16,0,13,7,4,14,8450,0,8450
12-09-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,14,0,0,0,0,14,0,0,0
13-09-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,14,0,0,0,0,14,0,0,0
14-09-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,14,0,0,0,0,14,0,0,0
15-09-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,14,65,9,2,-2,70,5850,25350,-19500
16-09-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,70,0,44,4,-5,25,28600,0,28600
17-09-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,25,0,0,0,0,25,0,0,0
18-09-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,25,0,16,8,4,21,10400,0,10400
19-09-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,21,0,20,8,-5,4,13000,0,13000
20-09-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,4,0,0,0,0,4,0,0,0
21-09-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,4,0,3,7,-4,4,1950,0,1950
22-09-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,4,0,4,0,0,0,2600,0,2600
23-09-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,0,0,0,0,0,0,0,0,0
24-09-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,0,60,26,8,1,43,16900,23400,-6500
25-09-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,43,0,31,0,2,14,20150,0,20150
26-09-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,14,0,5,9,-5,13,3250,0,3250
27-09-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,13,0,0,0,0,13,0,0,0
28-09-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,13,0,12,2,4,7,7800,0,7800
29-09-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,7,0,2,1,-1,5,1300,0,1300
30-09-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,5,0,0,2,-3,4,0,0,0
01-10-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,4,0,4,5,-3,2,2600,0,2600
02-10-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,2,0,2,2,3,5,1300,0,1300
03-10-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,5,86,21,4,-4,70,13650,33540,-19890
04-10-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,70,0,0,0,0,70,0,0,0
05-10-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,70,0,21,3,2,54,13650,0,13650
06-10-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,54,0,18,3,2,41,11700,0,11700
07-10-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,41,0,28,4,-1,16,18200,0,18200
08-10-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,16,0,6,1,0,11,3900,0,3900
09-10-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,11,0,8,5,0,8,5200,0,5200
10-10-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,8,0,2,5,-5,6,1300,0,1300
11-10-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,6,0,0,0,0,6,0,0,0
12-10-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,6,0,5,7,2,10,3250,0,3250
13-10-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,10,78,63,6,4,35,40950,30420,10530
14-10-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,35,0,12,5,-5,23,7800,0,7800
15-10-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,23,0,0,0,0,23,0,0,0
16-10-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,23,0,23,7,-4,3,14950,0,14950
17-10-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,3,0,0,8,-3,8,0,0,0
18-10-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,8,0,0,0,0,8,0,0,0
19-10-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,8,0,5,6,-4,5,3250,0,3250
20-10-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,5,0,0,2,0,7,0,0,0
21-10-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,7,0,5,8,1,11,3250,0,3250
22-10-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,11,0,8,3,-5,1,5200,0,5200
23-10-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,1,23,11,6,-3,16,7150,8970,-1820
24-10-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,16,0,0,0,0,16,0,0,0
25-10-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,16,0,0,0,0,16,0,0,0
26-10-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,16,0,14,9,-3,8,9100,0,9100
27-10-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,8,0,6,9,-3,8,3900,0,3900
28-10-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,8,0,2,3,4,13,1300,0,1300
29-10-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,13,0,9,3,-1,6,5850,0,5850
30-10-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,6,59,39,0,-2,24,25350,23010,2340
31-10-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,24,0,6,6,-2,22,3900,0,3900
01-11-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,22,0,0,0,0,22,0,0,0
02-11-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,22,0,8,6,3,23,5200,0,5200
03-11-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,23,0,2,8,2,31,1300,0,1300
04-11-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,31,0,3,1,1,30,1950,0,1950
05-11-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,30,0,12,4,-1,21,7800,0,7800
06-11-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,21,0,0,5,-4,22,0,0,0
07-11-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,22,0,11,2,2,15,7150,0,7150
08-11-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,15,0,0,0,0,15,0,0,0
09-11-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,15,0,0,0,0,15,0,0,0
10-11-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,15,0,5,0,1,11,3250,0,3250
11-11-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,11,21,23,2,-1,10,14950,8190,6760
12-11-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,10,0,1,0,3,12,650,0,650
13-11-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,12,0,10,4,-2,4,6500,0,6500
14-11-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,4,0,0,0,0,4,0,0,0
15-11-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,4,0,0,0,0,4,0,0,0
16-11-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,4,0,0,4,-4,4,0,0,0
17-11-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,4,0,2,9,0,11,1300,0,1300
18-11-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,11,0,8,9,4,16,5200,0,5200
19-11-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,16,51,22,4,4,53,14300,19890,-5590
20-11-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,53,0,26,4,-3,28,16900,0,16900
21-11-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,28,0,13,9,1,25,8450,0,8450
22-11-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,25,0,0,0,0,25,0,0,0
23-11-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,25,0,24,1,0,2,15600,0,15600
24-11-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,2,0,2,5,-1,4,1300,0,1300
25-11-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,4,0,1,5,1,9,650,0,650
26-11-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,9,0,2,4,-5,6,1300,0,1300
27-11-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,6,0,4,6,1,9,2600,0,2600
28-11-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,9,41,29,1,-4,18,18850,15990,2860
29-11-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,18,0,0,0,0,18,0,0,0
30-11-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,18,0,13,7,-4,8,8450,0,8450
01-12-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,8,0,3,4,2,11,1950,0,1950
02-12-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,11,0,5,2,-4,4,3250,0,3250
03-12-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,4,0,1,9,-1,11,650,0,650
04-12-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,11,0,1,8,2,20,650,0,650
05-12-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,20,81,95,6,4,16,61750,31590,30160
06-12-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,16,0,0,0,0,16,0,0,0
07-12-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,16,0,15,5,-5,1,9750,0,9750
08-12-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,1,0,0,9,-3,7,0,0,0
09-12-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,7,0,3,4,2,10,1950,0,1950
10-12-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,10,0,0,7,-2,15,0,0,0
11-12-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,15,0,15,9,-5,4,9750,0,9750
12-12-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,4,0,4,9,3,12,2600,0,2600
13-12-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,12,0,0,0,0,12,0,0,0
14-12-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,12,0,11,8,-4,5,7150,0,7150
15-12-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,5,0,4,9,-3,7,2600,0,2600
16-12-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,7,55,26,2,0,38,16900,21450,-4550
17-12-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,38,0,8,4,4,38,5200,0,5200
18-12-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,38,0,15,1,4,28,9750,0,9750
19-12-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,28,0,26,6,-5,3,16900,0,16900
20-12-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,3,0,0,0,0,3,0,0,0
21-12-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,3,0,2,3,-4,0,1300,0,1300
22-12-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,0,0,0,8,-5,3,0,0,0
23-12-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,3,57,23,1,-5,33,14950,22230,-7280
24-12-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,33,0,0,8,4,45,0,0,0
25-12-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,45,0,0,0,0,45,0,0,0
26-12-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,45,0,0,0,0,45,0,0,0
27-12-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,45,0,0,0,0,45,0,0,0
28-12-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,45,0,12,1,-5,29,7800,0,7800
29-12-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,29,0,27,8,-1,9,17550,0,17550
30-12-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,9,0,0,0,0,9,0,0,0
31-12-2024,2.4G Rechargeable Wirless Gaming Mouse T2,Hardware,9,0,4,5,4,14,2600,0,2600
01-12-2023,2176 Itel,Hardware,170,0,0,0,0,170,0,0,0
02-12-2023,2176 Itel,Hardware,170,65,37,6,0,204,99900,136500,-36600
03-12-2023,2176 Itel,Hardware,204,0,175,1,-5,25,472500,0,472500
04-12-2023,2176 Itel,Hardware,25,0,5,5,-1,24,13500,0,13500
05-12-2023,2176 Itel,Hardware,24,0,0,0,0,24,0,0,0
06-12-2023,2176 Itel,Hardware,24,0,14,5,-1,14,37800,0,37800
07-12-2023,2176 Itel,Hardware,14,0,0,1,1,16,0,0,0
08-12-2023,2176 Itel,Hardware,16,0,0,0,0,16,0,0,0
09-12-2023,2176 Itel,Hardware,16,0,0,0,0,16,0,0,0
10-12-2023,2176 Itel,Hardware,16,0,4,4,-1,15,10800,0,10800
11-12-2023,2176 Itel,Hardware,15,36,16,4,-4,35,43200,75600,-32400
12-12-2023,2176 Itel,Hardware,35,0,22,1,-1,13,59400,0,59400
13-12-2023,2176 Itel,Hardware,13,0,5,4,-5,7,13500,0,13500
14-12-2023,2176 Itel,Hardware,7,0,6,2,3,6,16200,0,16200
15-12-2023,2176 Itel,Hardware,6,0,0,0,0,6,0,0,0
16-12-2023,2176 Itel,Hardware,6,0,6,2,-2,0,16200,0,16200
17-12-2023,2176 Itel,Hardware,0,0,0,1,3,4,0,0,0
18-12-2023,2176 Itel,Hardware,4,0,1,3,2,8,2700,0,2700
19-12-2023,2176 Itel,Hardware,8,24,28,7,2,13,75600,50400,25200
20-12-2023,2176 Itel,Hardware,13,0,0,0,0,13,0,0,0
21-12-2023,2176 Itel,Hardware,13,0,8,3,-1,7,21600,0,21600
22-12-2023,2176 Itel,Hardware,7,0,0,0,0,7,0,0,0
23-12-2023,2176 Itel,Hardware,7,0,6,8,3,12,16200,0,16200
24-12-2023,2176 Itel,Hardware,12,0,12,2,-5,0,32400,0,32400
25-12-2023,2176 Itel,Hardware,0,0,0,8,1,9,0,0,0
26-12-2023,2176 Itel,Hardware,9,0,3,7,-4,9,8100,0,8100
27-12-2023,2176 Itel,Hardware,9,0,7,7,-1,8,18900,0,18900
28-12-2023,2176 Itel,Hardware,8,91,83,8,-2,22,224100,191100,33000
29-12-2023,2176 Itel,Hardware,22,0,0,0,0,22,0,0,0
30-12-2023,2176 Itel,Hardware,22,0,1,8,-3,26,2700,0,2700
31-12-2023,2176 Itel,Hardware,26,0,26,6,-2,4,70200,0,70200
01-01-2024,2176 Itel,Hardware,4,0,0,0,0,4,0,0,0
02-01-2024,2176 Itel,Hardware,4,0,1,7,1,11,2700,0,2700
03-01-2024,2176 Itel,Hardware,11,0,10,5,4,10,27000,0,27000
04-01-2024,2176 Itel,Hardware,10,0,3,8,0,15,8100,0,8100
05-01-2024,2176 Itel,Hardware,15,0,0,0,0,15,0,0,0
06-01-2024,2176 Itel,Hardware,15,74,3,9,-4,91,8100,155400,-147300
07-01-2024,2176 Itel,Hardware,91,0,42,7,-4,52,113400,0,113400
08-01-2024,2176 Itel,Hardware,52,0,34,8,4,30,91800,0,91800
09-01-2024,2176 Itel,Hardware,30,0,0,7,4,41,0,0,0
10-01-2024,2176 Itel,Hardware,41,0,26,6,-4,17,70200,0,70200
11-01-2024,2176 Itel,Hardware,17,0,7,7,-4,13,18900,0,18900
12-01-2024,2176 Itel,Hardware,13,0,0,0,0,13,0,0,0
13-01-2024,2176 Itel,Hardware,13,0,5,6,0,14,13500,0,13500
14-01-2024,2176 Itel,Hardware,14,0,2,1,-3,10,5400,0,5400
15-01-2024,2176 Itel,Hardware,10,58,50,1,2,21,135000,121800,13200
16-01-2024,2176 Itel,Hardware,21,0,21,1,-5,0,56700,0,56700
17-01-2024,2176 Itel,Hardware,0,0,0,3,3,6,0,0,0
18-01-2024,2176 Itel,Hardware,6,0,0,9,-5,10,0,0,0
19-01-2024,2176 Itel,Hardware,10,0,0,0,0,10,0,0,0
20-01-2024,2176 Itel,Hardware,10,0,5,2,4,11,13500,0,13500
21-01-2024,2176 Itel,Hardware,11,0,6,8,3,16,16200,0,16200
22-01-2024,2176 Itel,Hardware,16,0,7,7,3,19,18900,0,18900
23-01-2024,2176 Itel,Hardware,19,74,78,5,0,20,210600,155400,55200
24-01-2024,2176 Itel,Hardware,20,0,19,4,1,6,51300,0,51300
25-01-2024,2176 Itel,Hardware,6,0,2,1,1,6,5400,0,5400
26-01-2024,2176 Itel,Hardware,6,0,0,0,0,6,0,0,0
27-01-2024,2176 Itel,Hardware,6,0,0,4,1,11,0,0,0
28-01-2024,2176 Itel,Hardware,11,0,0,0,0,11,0,0,0
29-01-2024,2176 Itel,Hardware,11,0,7,8,-3,9,18900,0,18900
30-01-2024,2176 Itel,Hardware,9,0,0,8,-5,12,0,0,0
31-01-2024,2176 Itel,Hardware,12,0,7,8,3,16,18900,0,18900
01-02-2024,2176 Itel,Hardware,16,0,6,3,3,16,16200,0,16200
02-02-2024,2176 Itel,Hardware,16,0,0,0,0,16,0,0,0
03-02-2024,2176 Itel,Hardware,16,69,77,3,-4,7,207900,144900,63000
04-02-2024,2176 Itel,Hardware,7,0,0,4,-2,9,0,0,0
05-02-2024,2176 Itel,Hardware,9,0,0,0,0,9,0,0,0
06-02-2024,2176 Itel,Hardware,9,0,1,2,-4,6,2700,0,2700
07-02-2024,2176 Itel,Hardware,6,0,1,0,-4,1,2700,0,2700
08-02-2024,2176 Itel,Hardware,1,0,0,0,0,1,0,0,0
09-02-2024,2176 Itel,Hardware,1,0,0,0,0,1,0,0,0
10-02-2024,2176 Itel,Hardware,1,0,0,8,-5,4,0,0,0
11-02-2024,2176 Itel,Hardware,4,0,2,7,-2,7,5400,0,5400
12-02-2024,2176 Itel,Hardware,7,91,31,7,3,77,83700,191100,-107400
13-02-2024,2176 Itel,Hardware,77,0,44,7,-1,39,118800,0,118800
14-02-2024,2176 Itel,Hardware,39,0,29,1,2,13,78300,0,78300
15-02-2024,2176 Itel,Hardware,13,0,5,4,1,13,13500,0,13500
16-02-2024,2176 Itel,Hardware,13,0,0,0,0,13,0,0,0
17-02-2024,2176 Itel,Hardware,13,0,2,7,-2,16,5400,0,5400
18-02-2024,2176 Itel,Hardware,16,0,10,9,-5,10,27000,0,27000
19-02-2024,2176 Itel,Hardware,10,24,7,0,1,28,18900,50400,-31500
20-02-2024,2176 Itel,Hardware,28,0,24,2,0,6,64800,0,64800
21-02-2024,2176 Itel,Hardware,6,0,0,0,0,6,0,0,0
22-02-2024,2176 Itel,Hardware,6,0,3,6,-2,7,8100,0,8100
23-02-2024,2176 Itel,Hardware,7,0,0,0,0,7,0,0,0
24-02-2024,2176 Itel,Hardware,7,0,4,8,2,13,10800,0,10800
25-02-2024,2176 Itel,Hardware,13,0,7,7,-2,11,18900,0,18900
26-02-2024,2176 Itel,Hardware,11,0,8,9,0,12,21600,0,21600
27-02-2024,2176 Itel,Hardware,12,0,0,0,0,12,0,0,0
28-02-2024,2176 Itel,Hardware,12,0,5,0,1,8,13500,0,13500
29-02-2024,2176 Itel,Hardware,8,38,44,7,-3,6,118800,79800,39000
01-03-2024,2176 Itel,Hardware,6,0,0,0,0,6,0,0,0
02-03-2024,2176 Itel,Hardware,6,0,0,4,-4,6,0,0,0
03-03-2024,2176 Itel,Hardware,6,0,0,0,0,6,0,0,0
04-03-2024,2176 Itel,Hardware,6,0,0,0,0,6,0,0,0
05-03-2024,2176 Itel,Hardware,6,0,4,0,-1,1,10800,0,10800
06-03-2024,2176 Itel,Hardware,1,0,1,3,1,4,2700,0,2700
07-03-2024,2176 Itel,Hardware,4,0,1,4,-4,3,2700,0,2700
08-03-2024,2176 Itel,Hardware,3,0,0,0,0,3,0,0,0
09-03-2024,2176 Itel,Hardware,3,69,17,1,-4,52,45900,144900,-99000
10-03-2024,2176 Itel,Hardware,52,0,8,3,-5,42,21600,0,21600
11-03-2024,2176 Itel,Hardware,42,0,24,5,2,25,64800,0,64800
12-03-2024,2176 Itel,Hardware,25,0,0,0,0,25,0,0,0
13-03-2024,2176 Itel,Hardware,25,0,14,2,-1,12,37800,0,37800
14-03-2024,2176 Itel,Hardware,12,0,5,2,-2,7,13500,0,13500
15-03-2024,2176 Itel,Hardware,7,0,0,0,0,7,0,0,0
16-03-2024,2176 Itel,Hardware,7,0,7,3,-1,2,18900,0,18900
17-03-2024,2176 Itel,Hardware,2,0,1,5,-4,2,2700,0,2700
18-03-2024,2176 Itel,Hardware,2,0,0,1,-5,0,0,0,0
19-03-2024,2176 Itel,Hardware,0,80,61,6,4,29,164700,168000,-3300
